"time","delta","opening","opponent_exp","eval_depth","white_elo","black_elo","poi_is_white","termination","index_after_merge"
525,0,"1. e4 a5 2. Nf3 g6 3. Bc4 Bg7 ",1,20,1378,1421,1,"won by resignation",120
297,1,"1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 ",35,20,1386,1360,1,"won by checkmate",400
508,2,"1. e4 c5 2. Bc4 Nc6 3. c3 Nf6 ",1,20,1427,1395,0,"won by resignation",139
480,0,"1. e4 d5 2. exd5 e6 3. dxe6 Bxe6 ",48,20,1388,1430,1,"won by resignation",462
427,2,"1. e4 e5 2. Nf3 g6 3. Nxe5 Bg7 ",2,20,1530,1506,1,"draw",540
787,2,"1. e4 e5 2. Nf3 Nc6 3. c3 Nf6 ",1,20,1516,1581,1,"won by resignation",628
118,1,"1. e4 c5 2. f4 g6 3. Nf3 Bg7 ",2,20,1530,1500,0,"won by checkmate",189
1060,0,"1. e4 c5 2. c3 Nf6 3. d3 d5 ",1,20,1541,1486,0,"won by resignation",157
347,2,"1. e4 e5 2. Nf3 d6 3. Bc4 h6 ",4,20,1486,1493,1,"draw",535
781,2,"1. d4 d5 2. c4 e5 3. dxe5 d4 ",2,20,1515,1473,0,"won by resignation",70
82,1,"1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 ",1,20,1281,1285,0,"won by checkmate",96
148,0,"1. e4 c5 2. Nf3 d6 3. d4 cxd4 ",4,20,1295,1298,1,"won by resignation",274
68,2,"1. e4 d6 2. d4 Nf6 3. e5 dxe5 ",3,18,1285,1285,1,"won by resignation",508
112,1,"1. e4 c5 2. Nf3 d6 3. d4 cxd4 ",1,20,1227,1293,0,"won by checkmate",264
128,2,"1. d4 d5 2. Bg5 f6 3. Bh4 Nc6 ",16,20,1270,1301,0,"won by resignation",43
191,2,"1. e4 c5 2. Nf3 d6 3. d4 Nc6 ",1,20,1389,1426,1,"draw",315
496,1,"1. e4 e5 2. Nf3 Nc6 3. c3 Be7 ",1,20,1381,1410,1,"won by resignation",575
41,0,"1. b3 Nf6 2. Bb2 d5 3. e3 Nc6 ",1,20,1412,1374,0,"won by resignation",7
270,2,"1. e4 e5 2. Nf3 d6 3. Bc4 Be7 ",23,20,1365,1354,1,"won by resignation",524
470,1,"1. e4 c5 2. Nf3 Nc6 3. c3 e6 ",8,20,1440,1359,0,"won by checkmate",361
17,2,"1. e4 e5 2. Nf3 Nc6 3. c3 Nf6 ",1,20,1351,1376,1,"won by resignation",612
345,0,"1. e4 c5 2. Nf3 d6 3. d4 cxd4 ",1,20,1356,1343,0,"won by resignation",289
259,0,"1. e4 e5 2. Nf3 Nf6 3. Nxe5 d6 ",21,20,1350,1313,1,"won by resignation",633
273,2,"1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 ",13,20,1393,1359,0,"won by resignation",97
270,1,"1. e4 e5 2. Nf3 Nc6 3. c3 Bc5 ",1,20,1367,1339,1,"won by resignation",564
473,2,"1. e4 c5 2. Nf3 d6 3. d4 cxd4 ",10,20,1256,1373,0,"won by resignation",267
470,1,"1. e4 c5 2. d4 cxd4 3. Qxd4 Nc6 ",55,20,1369,1365,0,"won by checkmate",186
226,2,"1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 ",123,20,1358,1399,1,"won by resignation",390
440,0,"1. f4 Nc6 2. Nf3 d5 3. e3 g6 ",1,20,1408,1351,0,"won by resignation",698
17657,2,"1. e4 c5 2. Nf3 d6 3. d4 ",1,20,1158,1008,1,"won by resignation",256
396,2,"1. e4 e5 2. Nf3 Nc6 3. c3 d6 ",6,18,1344,1380,1,"won by resignation",591
395,0,"1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 ",10,18,1338,1336,0,"won by resignation",386
537,2,"1. e4 c5 2. Nf3 e6 3. c4 Nc6 ",1,20,1328,1338,1,"won by resignation",332
489,1,"1. e4 c5 2. Nf3 d6 3. d4 cxd4 ",22,20,1434,1339,0,"won by checkmate",307
437,2,"1. e4 e5 2. Nf3 Nf6 3. Nxe5 Nc6 ",6,20,1332,1395,1,"won by resignation",636
524,1,"1. e4 c5 2. Nf3 Nc6 3. Bc4 e6 ",1,20,1314,1340,0,"won by checkmate",349
77,1,"1. e4 c5 2. Nf3 e6 3. d3 a6 ",1,20,1291,1287,1,"won by checkmate",333
77,1,"1. e4 e5 2. Nf3 d6 3. Bc4 c6 ",367,20,1300,1285,1,"won by checkmate",532
114,2,"1. e4 e6 2. Nf3 d5 3. e5 c6 ",2,20,1291,1289,1,"won by resignation",670
123,0,"1. d4 d5 2. Nc3 e6 3. e4 dxe4 ",10,20,1322,1301,0,"won by resignation",99
140,2,"1. d4 d5 2. e3 e5 3. Nf3 e4 ",2,20,1265,1292,0,"won by resignation",89
141,1,"1. e4 d5 2. exd5 Qxd5 3. Nc3 Qd8 ",104,20,1283,1265,1,"won by resignation",491
132,2,"1. d4 d5 2. c4 e5 3. cxd5 Qxd5 ",1,20,1279,1291,0,"won by resignation",49
140,1,"1. e4 e5 2. Nf3 Nc6 3. c3 a6 ",1,20,1298,1259,1,"won by resignation",542
115,1,"1. e4 e6 2. d4 d5 3. e5 c5 ",30,20,1290,1302,1,"won by resignation",654
532,1,"1. e4 c5 2. Bc4 Nc6 3. a3 Nf6 ",1,20,1318,1348,0,"won by checkmate",136
389,1,"1. e4 c5 2. Bc4 Nc6 3. f4 g6 ",1,20,1429,1342,0,"won by checkmate",141
487,1,"1. e4 c5 2. Nf3 d6 3. d4 cxd4 ",8,20,1415,1352,0,"won by resignation",304
454,2,"1. e4 e5 2. Nf3 Nc6 3. c3 Qe7 ",1,20,1346,1432,1,"won by resignation",629
512,0,"1. e4 c5 2. Nf3 d6 3. d4 cxd4 ",147,20,1354,1319,1,"won by resignation",288
495,2,"1. e4 c5 2. Nf3 Nc6 3. c3 Nf6 ",2,20,1408,1347,0,"won by resignation",368
219,1,"1. Nf3 Nc6 2. c4 Nf6 3. Nc3 g6 ",1,20,1385,1340,0,"won by checkmate",711
505,0,"1. e4 c5 2. Nf3 e6 3. Be2 d5 ",1,20,1331,1318,1,"won by resignation",330
11,2,"1. d4 d5 2. c3 Nf6 ",1,20,1325,1339,0,"won by resignation",45
515,0,"1. e4 c5 2. Nf3 d6 3. Bc4 Nc6 ",5,20,1327,1331,0,"won by resignation",237
354,0,"1. e4 g6 2. Nf3 Bg7 3. Bc4 d6 ",4,20,1320,1200,1,"won by resignation",682
132,1,"1. e4 e6 2. Nf3 d5 3. exd5 exd5 ",39,20,1281,1269,1,"won by checkmate",671
136,2,"1. d4 d5 2. c4 e5 3. cxd5 Qxd5 ",7,20,1241,1288,0,"won by resignation",47
326,0,"1. c4 Nf6 2. e3 g6 3. Nf3 Bg7 ",8,20,1300,1311,0,"won by resignation",16
538,2,"1. e4 d5 2. exd5 Nf6 3. d6 exd6 ",1,20,1319,1324,1,"won by resignation",468
404,2,"1. e4 g6 2. Nf3 Bg7 3. Bc4 d6 ",6,20,1311,1315,1,"won by resignation",681
132,1,"1. e4 c5 2. Nf3 d6 3. Bc4 Nc6 ",8,20,1251,1295,0,"won by resignation",233
57,0,"1. e4 c5 2. Nf3 e6 3. d3 h6 ",3,20,1303,1267,1,"won by resignation",334
122,1,"1. e4 b6 2. d4 Bb7 3. Nc3 g6 ",6,20,1312,1334,1,"won by checkmate",125
409,0,"1. e4 c5 2. c3 Nc6 3. d4 cxd4 ",36,20,1287,1302,0,"won by resignation",153
388,2,"1. e4 c5 2. Nf3 Nc6 3. c3 g6 ",4,20,1225,1308,0,"won by resignation",362
402,2,"1. e4 c5 2. Qh5 g6 3. Qxc5 Bg7 ",1,20,1289,1316,0,"won by resignation",423
398,1,"1. e4 d5 2. exd5 Qxd5 3. Nc3 Qd8 ",89,20,1307,1288,1,"won by checkmate",492
469,2,"1. e4 c5 2. Nf3 d6 3. Nc3 Nc6 ",3,20,1272,1314,0,"won by resignation",320
417,0,"1. e4 e5 2. Nf3 Nc6 3. c3 d5 ",2,20,1323,1364,1,"won by resignation",578
462,1,"1. e4 c5 2. Nc3 e6 3. b3 d5 ",6,20,1288,1330,0,"won by checkmate",205
492,0,"1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 ",2,20,1313,1321,0,"won by resignation",377
209,2,"1. e4 e5 2. Nf3 Nc6 3. c3 d6 ",3,20,1313,1314,1,"won by resignation",588
431,0,"1. e4 e5 2. Nf3 d6 3. Bc4 Bg4 ",29,20,1320,1279,1,"won by resignation",528
149,2,"1. e4 e5 2. Nf3 Bc5 3. Nxe5 Nf6 ",1,20,1311,1300,1,"won by resignation",516
342,2,"1. e4 c5 2. Nf3 d6 3. d4 cxd4 ",11,20,1343,1304,0,"game abandoned",285
62,0,"1. e4 d5 2. exd5 Qxd5 3. Nc3 Qd8 ",14,20,1311,1258,1,"won by resignation",493
442,2,"1. e4 c5 2. Bc4 Nc6 3. c3 Nf6 ",1,20,1319,1303,0,"won by resignation",138
383,2,"1. e4 e5 2. Nf3 Nc6 3. c3 Bc5 ",3,20,1297,1384,1,"won by resignation",549
246,1,"1. d4 d5 2. c4 e5 3. dxe5 d4 ",2,20,1332,1306,0,"won by checkmate",60
524,1,"1. e4 c6 2. d4 d5 3. e5 c5 ",15,20,1313,1277,1,"won by checkmate",444
415,0,"1. e4 c5 2. Nf3 Nc6 3. Bb5 a6 ",11,20,1319,1222,1,"won by resignation",344
671,1,"1. e4 c5 2. Bc4 Nc6 3. Nc3 g6 ",2,20,1340,1328,0,"won by checkmate",143
489,2,"1. e4 c5 2. Nf3 Nc6 3. c3 g6 ",5,20,1403,1338,0,"won by resignation",367
410,2,"1. e4 e5 2. Nf3 d6 3. Bc4 Nc6 ",46,20,1331,1399,1,"won by resignation",536
476,0,"1. Nf3 g6 2. g3 Bg7 3. Bg2 Nf6 ",1,20,1316,1339,0,"won by resignation",710
586,0,"1. e4 c5 2. Nf3 d6 3. d4 cxd4 ",18,20,1372,1332,0,"won by resignation",294
207,1,"1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 ",22,20,1339,1273,1,"won by checkmate",387
385,1,"1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 ",71,20,1330,1313,1,"won by checkmate",385
575,0,"1. e4 c6 2. d4 d5 3. e5 Bf5 ",65,20,1337,1265,1,"won by resignation",433
212,2,"1. d4 d5 2. c4 e5 3. dxe5 d4 ",4,20,1276,1344,0,"won by resignation",56
354,0,"1. e4 c5 2. f4 Nc6 3. Nf3 g6 ",4,20,1432,1338,0,"won by resignation",197
464,1,"1. e4 d5 2. exd5 Qxd5 3. Nc3 Qd8 ",40,20,1345,1281,1,"won by checkmate",495
303,1,"1. d4 d5 2. Bf4 c5 3. e3 Nc6 ",7,20,1342,1353,0,"won by resignation",33
225,2,"1. d4 d5 2. c4 e5 3. dxe5 d4 ",3,20,1482,1364,0,"won by resignation",68
431,1,"1. e4 c5 2. Nf3 Nc6 3. Bc4 Nf6 ",2,20,1359,1372,0,"won by resignation",357
172,1,"1. e4 d6 2. d4 g6 3. Nf3 Bg7 ",14,20,1381,1394,1,"won by checkmate",506
229,0,"1. e4 e5 2. Nf3 Nc6 3. c3 Bc5 ",2,20,1391,1441,1,"won by resignation",569
568,1,"1. e3 e5 2. b3 f6 3. Bb2 b6 ",1,20,1382,1357,1,"won by resignation",116
52,2,"1. e4 c5 2. Nc3 g6 3. f4 Bg7 ",4,20,1302,1372,0,"won by resignation",213
352,1,"1. e4 c5 2. f4 Nc6 3. Nf3 e6 ",1,20,1364,1364,0,"won by resignation",194
638,0,"1. e4 e5 2. Nf3 Qf6 3. Bc4 Bc5 ",55,20,1372,1357,1,"won by resignation",644
519,0,"1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 ",24,20,1392,1364,0,"won by resignation",402
227,0,"1. e4 Nf6 2. e5 Ng8 3. Nf3 c5 ",1,20,1370,1288,1,"won by resignation",694
435,0,"1. e4 c6 2. d4 a6 3. Nf3 d5 ",13,20,1378,1374,1,"won by resignation",424
303,0,"1. d4 d5 2. c4 e5 3. Nc3 Bb4 ",4,20,1386,1370,0,"won by resignation",74
530,2,"1. d4 d5 2. e3 Bf5 3. c4 c5 ",1,20,1305,1377,0,"won by resignation",83
94,1,"1. e4 e6 2. d4 Be7 3. Nf3 b6 ",1,20,1320,1319,1,"won by checkmate",647
65,0,"1. e4 g6 2. Nf3 Bg7 3. Be2 e6 ",1,20,1328,1316,1,"won by resignation",685
109,2,"1. d4 d5 2. c4 e5 3. e3 Nc6 ",1,20,1303,1319,0,"won by resignation",73
NA,NA,"",NA,NA,NA,NA,NA,"",1
71,1,"1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 ",5,20,1294,1334,0,"won by checkmate",373
115,0,"1. e4 c5 2. Nf3 Nc6 3. Nc3 g6 ",3,20,1332,1326,0,"won by resignation",420
100,2,"1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 ",296,20,1318,1348,1,"won by resignation",381
132,2,"1. Nf3 d5 2. d4 Nc6 3. Bf4 g6 ",1,20,1314,1326,0,"won by resignation",704
119,2,"1. e4 e5 2. Nf3 Nc6 3. c3 Bc5 ",1,20,1317,1305,1,"won by resignation",552
78,1,"1. e4 c5 2. Nf3 d6 3. d4 g6 ",29,20,1325,1295,1,"won by checkmate",314
123,2,"1. e4 e5 2. Nf3 Nc6 3. c3 Nf6 ",2,20,1316,1308,1,"won by resignation",609
135,0,"1. d4 d5 2. Nf3 Nc6 3. Bf4 Bf5 ",9,20,1334,1325,0,"won by resignation",106
126,0,"1. e3 e5 2. Be2 d5 3. Nf3 e4 ",1,20,1317,1327,1,"won by resignation",117
113,1,"1. e4 c5 2. Qf3 Nc6 3. Bc4 e6 ",7,20,1355,1310,0,"won by checkmate",421
100,1,"1. d4 d5 2. e4 dxe4 3. Nc3 f5 ",21,20,1328,1319,0,"won by checkmate",95
103,2,"1. e4 c5 2. Nf3 Nc6 3. Bc4 g6 ",1,20,1306,1310,0,"won by resignation",356
99,0,"1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 ",60,20,1318,1286,1,"won by resignation",380
126,0,"1. e4 e5 2. Bc4 Nc6 3. Qf3 Nf6 ",39,20,1304,1309,0,"won by resignation",514
108,1,"1. e4 d5 2. e5 e6 3. Nf3 f6 ",4,20,1301,1296,1,"won by checkmate",460
92,1,"1. e4 e5 2. Nf3 Nc6 3. Bb5 Bc5 ",2,20,1293,1329,1,"won by checkmate",541
134,0,"1. e4 c5 2. f4 Nc6 3. Nf3 Qc7 ",1,20,1287,1301,0,"won by resignation",199
128,1,"1. e4 c5 2. Nf3 d6 3. Bc4 Nf6 ",90,20,1293,1329,1,"won by checkmate",248
84,1,"1. e4 e5 2. Nf3 d5 3. exd5 Qxd5 ",46,20,1285,1293,1,"won by checkmate",519
90,0,"1. e4 e5 2. Nf3 Nc6 3. c3 Bc5 ",10,20,1277,1312,1,"won by resignation",546
329,2,"1. e4 c5 2. Nf3 Nc6 3. c3 g6 ",1,20,1236,1382,0,"won by resignation",363
414,2,"1. d4 d5 2. Bf4 c5 3. e3 Nc6 ",1,20,1389,1390,0,"won by resignation",34
135,0,"1. e4 c5 2. Bc4 Nc6 3. c3 e6 ",28,20,1273,1269,0,"won by resignation",137
100,2,"1. e4 c6 2. Nf3 d5 3. e5 c5 ",2,20,1261,1282,1,"won by resignation",457
73,1,"1. d4 d5 2. c4 e5 3. Nc3 exd4 ",1,20,1207,1268,0,"won by checkmate",76
112,2,"1. e4 c5 2. Nf3 Nc6 3. c3 g6 ",8,20,1288,1260,0,"won by resignation",364
2503,1,"1. e4 e5 2. Nf3 d6 3. Bc4 Be6 ",1,20,1166,387,1,"won by checkmate",520
511,1,"1. e4 e5 2. Nf3 d6 3. Bc4 Bg4 ",83,20,1381,1371,1,"won by resignation",529
167,0,"1. d4 d5 2. Nf3 Nf6 3. Bf4 c5 ",4,20,1375,1373,0,"won by resignation",108
367,0,"1. e4 e5 2. Nf3 Nf6 3. Nxe5 Nc6 ",33,20,1363,1282,1,"won by resignation",640
372,2,"1. e4 c6 2. d4 d5 3. e5 Bf5 ",17,20,1355,1368,1,"won by resignation",437
327,0,"1. e4 c5 2. Nf3 Nc6 3. Bb5 g6 ",3,20,1382,1347,0,"won by resignation",347
374,1,"1. e4 c5 2. Nf3 d6 3. d4 cxd4 ",42,20,1354,1314,1,"won by checkmate",287
519,0,"1. f4 e5 2. fxe5 Nc6 3. Nf3 Bc5 ",1,20,1323,1345,0,"won by resignation",697
586,2,"1. d4 d5 2. c4 e6 3. Nc3 Nf6 ",7,20,1374,1354,0,"won by resignation",80
188,2,"1. e4 e5 2. Nf3 Nc6 3. c3 Bc5 ",1,20,1347,1393,1,"won by resignation",559
429,1,"1. e4 e5 2. Nf3 Nf6 3. Nxe5 Nc6 ",20,20,1357,1414,1,"won by checkmate",639
235,1,"1. e4 c5 2. Nf3 Nc6 3. Bc4 Nf6 ",1,20,1360,1349,0,"won by checkmate",358
250,0,"1. f3 d5 2. e4 e5 3. d3 Nc6 ",1,20,1378,1341,0,"won by resignation",695
520,1,"1. c4 Nf6 2. e3 g6 3. Nc3 Bg7 ",7,20,1358,1350,0,"won by resignation",15
180,0,"1. e4 c6 2. d4 d5 3. e5 Bf5 ",1,20,1359,1387,1,"won by resignation",439
479,2,"1. e4 c6 2. d4 d5 3. e5 e6 ",1,20,1354,1501,1,"won by resignation",454
525,0,"1. e4 e5 2. Nf3 Nc6 3. c3 Bc5 ",2,20,1362,1352,1,"won by resignation",563
377,2,"1. e4 e5 2. Nf3 d6 3. Bc4 Be7 ",85,20,1353,1324,1,"won by resignation",523
8,2,"1. e4 c5 2. d4 cxd4 3. c3 ",1,20,1406,1346,0,"won by resignation",169
45,2,"1. e4 d5 ",1,20,1166,400,1,"won by resignation",459
797,1,"1. e4 c5 2. Nc3 Nc6 3. Nf3 d6 ",1,20,100,1473,0,"won by resignation",221
469,1,"1. e4 d5 2. exd5 Nf6 3. Nf3 Nxd5 ",23,20,1338,1357,1,"won by resignation",472
60,2,"1. d4 d5 2. c4 e5 3. dxe5 d4 ",3,20,1293,1345,0,"won by resignation",57
409,2,"1. e4 d5 2. exd5 Qxd5 3. Nc3 Qa5 ",6,20,1338,1397,1,"won by resignation",483
662,2,"1. e4 c5 2. d4 cxd4 3. c3 dxc3 ",21,20,1327,1338,0,"draw",174
384,1,"1. d4 d5 2. e3 Nf6 3. Bd3 c5 ",1,20,1366,1347,0,"won by checkmate",91
483,1,"1. e4 c5 2. c3 Nc6 3. d4 cxd4 ",1,20,1397,1340,0,"won by resignation",155
216,0,"1. e4 e5 2. Nf3 Nc6 3. c3 d5 ",3,20,1349,1395,1,"won by resignation",579
289,2,"1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 ",13,20,1340,1322,1,"won by resignation",388
279,1,"1. e4 c6 2. d4 d5 3. e5 c5 ",3,20,1332,1364,1,"won by checkmate",446
369,0,"1. e4 e5 2. Nf3 Nc6 3. c3 Bc5 ",2,20,1342,1406,1,"won by resignation",558
497,2,"1. e4 c5 2. Nf3 Nc6 3. Bc4 Nf6 ",1,20,1397,1351,0,"won by resignation",359
303,1,"1. e4 c5 2. d4 cxd4 3. c3 dxc3 ",5,20,1390,1344,0,"won by checkmate",177
305,0,"1. d4 d5 2. Bf4 c5 3. e3 Nc6 ",11,20,1331,1335,0,"won by resignation",32
294,2,"1. e4 e5 2. Nf3 Nc6 3. c3 h6 ",3,20,1327,1349,1,"won by resignation",598
495,0,"1. e4 c5 2. Qh5 e6 3. Bc4 Nf6 ",1,20,1326,1319,0,"won by resignation",422
211,0,"1. e4 e5 2. Nf3 Nc6 3. c3 Nf6 ",3,20,1325,1243,1,"game abandoned",610
428,1,"1. d4 d5 2. Bf4 c5 3. Nf3 Bf5 ",1,20,1347,1334,0,"won by resignation",38
168,2,"1. e4 c5 2. f3 Nc6 3. Nc3 e6 ",1,20,1388,1343,0,"won by resignation",188
644,2,"1. e4 e5 2. Nf3 Nc6 3. c3 Bc5 ",17,20,1342,1292,1,"draw",557
271,0,"1. e4 d5 2. exd5 Nf6 3. Nf3 Nxd5 ",20,20,1350,1323,1,"won by resignation",473
544,2,"1. e4 e5 2. Nf3 d6 3. Bc4 Qe7 ",23,20,1343,1385,1,"won by resignation",539
347,1,"1. e4 e5 2. Nf3 Nf6 3. Nxe5 Nc6 ",22,20,1349,1245,1,"won by resignation",638
